시도 구분,시군구 구분,특수진료실 구분1,특수진료실 구분2,병실 수,병상 수
경기,하남시,특수진료실,응급실,1,8
경기,군포시,특수진료실,응급실,4,47
경기,남양주시,특수진료실,응급실,4,58
경기,의왕시,특수진료실,응급실,1,10
경기,시흥시,특수진료실,응급실,4,38
경기,오산시,특수진료실,응급실,3,36
경기,고양시 덕양구,특수진료실,응급실,5,35
경기,고양시 일산 서구,특수진료실,응급실,2,45
경기,고양시 일산 동구,특수진료실,응급실,5,102
경기,용인기흥구,특수진료실,응급실,1,20
경기,용인수지구,특수진료실,응급실,0,0
경기,용인처인구,특수진료실,응급실,2,32
경기,이천시,특수진료실,응급실,3,32
경기,파주시,특수진료실,응급실,7,57
경기,김포시,특수진료실,응급실,3,35
경기,안성시,특수진료실,응급실,3,28
경기,화성시,특수진료실,응급실,5,69
경기,광주시,특수진료실,응급실,1,20
경기,양주시,특수진료실,응급실,3,20
경기,포천시,특수진료실,응급실,7,57
강원,고성군,특수진료실,응급실,0,0
강원,양구군,특수진료실,응급실,3,18
강원,양양군,특수진료실,응급실,0,0
강원,영월군,특수진료실,응급실,1,6
강원,인제군,특수진료실,응급실,1,5
강원,정선군,특수진료실,응급실,2,10
강원,철원군,특수진료실,응급실,1,7
강원,평창군,특수진료실,응급실,2,8
강원,홍천군,특수진료실,응급실,2,19
강원,화천군,특수진료실,응급실,1,8
강원,횡성군,특수진료실,응급실,1,10
강원,강릉시,특수진료실,응급실,5,70
강원,동해시,특수진료실,응급실,2,19
강원,속초시,특수진료실,응급실,2,35
강원,원주시,특수진료실,응급실,5,56
강원,춘천시,특수진료실,응급실,6,97
강원,태백시,특수진료실,응급실,3,10
강원,삼척시,특수진료실,응급실,4,27
충북,괴산군,특수진료실,응급실,2,15
충북,단양군,특수진료실,응급실,2,8
충북,보은군,특수진료실,응급실,1,10
충북,영동군,특수진료실,응급실,3,12
충북,옥천군,특수진료실,응급실,2,11
충북,음성군,특수진료실,응급실,2,20
충북,진천군,특수진료실,응급실,1,10
충북,증평군,특수진료실,응급실,0,0
충북,청주시 상당구,특수진료실,응급실,4,50
충북,청주시 흥덕구,특수진료실,응급실,4,51
충북,청주시 청원구,특수진료실,응급실,2,26
충북,청주시 서원구,특수진료실,응급실,2,59
충북,충주시,특수진료실,응급실,3,42
충북,제천시,특수진료실,응급실,3,35
충남,금산군,특수진료실,응급실,1,8
충남,당진시,특수진료실,응급실,1,20
충남,부여군,특수진료실,응급실,1,11
충남,서천군,특수진료실,응급실,1,5
충남,예산군,특수진료실,응급실,2,22
충남,청양군,특수진료실,응급실,1,6
충남,홍성군,특수진료실,응급실,2,21
충남,태안군,특수진료실,응급실,2,20
충남,천안시 서북구,특수진료실,응급실,7,39
충남,천안시 동남구,특수진료실,응급실,4,80
충남,공주시,특수진료실,응급실,2,22
충남,보령시,특수진료실,응급실,3,26
충남,아산시,특수진료실,응급실,6,38
충남,서산시,특수진료실,응급실,2,34
충남,논산시,특수진료실,응급실,2,27
충남,계룡시,특수진료실,응급실,0,0
전북,고창군,특수진료실,응급실,1,10
전북,무주군,특수진료실,응급실,1,10
전북,부안군,특수진료실,응급실,2,25
전북,순창군,특수진료실,응급실,1,10
전북,완주군,특수진료실,응급실,1,10
전북,임실군,특수진료실,응급실,1,10
전북,장수군,특수진료실,응급실,1,5
전북,진안군,특수진료실,응급실,2,21
전북,군산시,특수진료실,응급실,5,62
전북,남원시,특수진료실,응급실,2,22
전북,익산시,특수진료실,응급실,4,68
전북,전주시 완산구,특수진료실,응급실,5,65
전북,전주시 덕진구,특수진료실,응급실,6,91
전북,정읍시,특수진료실,응급실,2,11
전북,김제시,특수진료실,응급실,5,30
전남,강진군,특수진료실,응급실,1,10
전남,고흥군,특수진료실,응급실,3,27
전남,곡성군,특수진료실,응급실,2,9
전남,구례군,특수진료실,응급실,1,10
전남,담양군,특수진료실,응급실,2,7
전남,무안군,특수진료실,응급실,1,13
전남,보성군,특수진료실,응급실,2,18
전남,신안군,특수진료실,응급실,1,1
전남,영광군,특수진료실,응급실,2,21
전남,영암군,특수진료실,응급실,1,8
전남,완도군,특수진료실,응급실,2,8
전남,장성군,특수진료실,응급실,1,6
전남,장흥군,특수진료실,응급실,2,18
전남,진도군,특수진료실,응급실,1,6
전남,함평군,특수진료실,응급실,2,18
전남,해남군,특수진료실,응급실,3,49
전남,화순군,특수진료실,응급실,4,54
전남,나주시,특수진료실,응급실,4,35
전남,목포시,특수진료실,응급실,8,91
전남,순천시,특수진료실,응급실,15,89
전남,여수시,특수진료실,응급실,5,65
전남,광양시,특수진료실,응급실,2,20
경북,고령군,특수진료실,응급실,1,10
경북,군위군,특수진료실,응급실,0,0
경북,봉화군,특수진료실,응급실,1,10
경북,성주군,특수진료실,응급실,1,7
경북,영덕군,특수진료실,응급실,1,7
경북,영양군,특수진료실,응급실,1,5
경북,예천군,특수진료실,응급실,1,10
경북,울릉군,특수진료실,응급실,1,5
경북,울진군,특수진료실,응급실,3,12
경북,의성군,특수진료실,응급실,3,20
경북,청도군,특수진료실,응급실,1,10
경북,청송군,특수진료실,응급실,1,6
경북,칠곡군,특수진료실,응급실,2,8
경북,경주시,특수진료실,응급실,3,34
경북,구미시,특수진료실,응급실,5,72
경북,김천시,특수진료실,응급실,2,31
경북,안동시,특수진료실,응급실,4,54
경북,영주시,특수진료실,응급실,7,48
경북,영천시,특수진료실,응급실,1,10
경북,포항시 남구,특수진료실,응급실,19,63
경북,포항시 북구,특수진료실,응급실,6,43
경북,문경시,특수진료실,응급실,2,31
경북,상주시,특수진료실,응급실,3,22
경북,경산시,특수진료실,응급실,4,44
경남,거창군,특수진료실,응급실,2,16
경남,고성군,특수진료실,응급실,2,20
경남,남해군,특수진료실,응급실,1,13
경남,산청군,특수진료실,응급실,1,10
경남,의령군,특수진료실,응급실,1,10
경남,창녕군,특수진료실,응급실,3,17
경남,하동군,특수진료실,응급실,2,19
경남,함안군,특수진료실,응급실,2,20
경남,함양군,특수진료실,응급실,1,5
경남,합천군,특수진료실,응급실,1,10
경남,김해시,특수진료실,응급실,8,107
경남,사천시,특수진료실,응급실,2,20
경남,진주시,특수진료실,응급실,9,116
경남,창원시 마산회원구,특수진료실,응급실,7,68
경남,창원시 마산합포구,특수진료실,응급실,7,49
경남,창원시 진해구,특수진료실,응급실,3,26
경남,창원시 의창구,특수진료실,응급실,1,31
경남,창원시 성산구,특수진료실,응급실,8,63
경남,통영시,특수진료실,응급실,4,39
경남,밀양시,특수진료실,응급실,4,33
경남,거제시,특수진료실,응급실,3,32
경남,양산시,특수진료실,응급실,5,79
제주,서귀포시,특수진료실,응급실,1,20
제주,제주시,특수진료실,응급실,9,108
서울,강남구,특수진료실,인공신장실,6,139
서울,강동구,특수진료실,인공신장실,12,278
서울,강서구,특수진료실,인공신장실,10,199
서울,관악구,특수진료실,인공신장실,7,106
서울,구로구,특수진료실,인공신장실,7,149
서울,도봉구,특수진료실,인공신장실,4,75
서울,동대문구,특수진료실,인공신장실,12,240
서울,동작구,특수진료실,인공신장실,7,127
서울,마포구,특수진료실,인공신장실,4,92
서울,서대문구,특수진료실,인공신장실,8,136
서울,성동구,특수진료실,인공신장실,5,115
서울,성북구,특수진료실,인공신장실,6,117
서울,영등포구,특수진료실,인공신장실,15,281
서울,용산구,특수진료실,인공신장실,3,56
서울,은평구,특수진료실,인공신장실,5,91
서울,종로구,특수진료실,인공신장실,9,134
서울,중구,특수진료실,인공신장실,2,45
서울,송파구,특수진료실,인공신장실,8,213
서울,중랑구,특수진료실,인공신장실,7,135
서울,양천구,특수진료실,인공신장실,6,145
서울,서초구,특수진료실,인공신장실,7,158
서울,노원구,특수진료실,인공신장실,13,293
서울,광진구,특수진료실,인공신장실,5,112
서울,강북구,특수진료실,인공신장실,4,69
서울,금천구,특수진료실,인공신장실,4,75
부산,남구,특수진료실,인공신장실,2,31
부산,동구,특수진료실,인공신장실,5,108
부산,동래구,특수진료실,인공신장실,7,120
부산,진구,특수진료실,인공신장실,6,151
부산,북구,특수진료실,인공신장실,5,99
부산,서구,특수진료실,인공신장실,6,144
부산,영도구,특수진료실,인공신장실,3,64
부산,중구,특수진료실,인공신장실,8,131
부산,해운대구,특수진료실,인공신장실,8,149
부산,사하구,특수진료실,인공신장실,5,99
부산,금정구,특수진료실,인공신장실,5,78
부산,강서구,특수진료실,인공신장실,0,0
부산,연제구,특수진료실,인공신장실,5,126
부산,수영구,특수진료실,인공신장실,5,143
부산,사상구,특수진료실,인공신장실,4,105
부산,기장군,특수진료실,인공신장실,3,42
대구,남구,특수진료실,인공신장실,6,178
대구,동구,특수진료실,인공신장실,5,116
대구,북구,특수진료실,인공신장실,6,123
대구,서구,특수진료실,인공신장실,10,52
대구,수성구,특수진료실,인공신장실,21,168
대구,중구,특수진료실,인공신장실,5,150
대구,달서구,특수진료실,인공신장실,7,139
대구,달성군,특수진료실,인공신장실,1,14
인천,미추홀구,특수진료실,인공신장실,7,211
인천,동구,특수진료실,인공신장실,2,49
인천,부평구,특수진료실,인공신장실,7,191
인천,중구,특수진료실,인공신장실,2,52
인천,서구,특수진료실,인공신장실,10,178
인천,남동구,특수진료실,인공신장실,29,211
인천,연수구,특수진료실,인공신장실,3,67
인천,계양구,특수진료실,인공신장실,7,131
인천,강화군,특수진료실,인공신장실,2,43
인천,옹진군,특수진료실,인공신장실,0,0
광주,동구,특수진료실,인공신장실,11,172
광주,북구,특수진료실,인공신장실,10,202
광주,서구,특수진료실,인공신장실,7,135
광주,광산구,특수진료실,인공신장실,8,147
광주,남구,특수진료실,인공신장실,5,95
대전,유성구,특수진료실,인공신장실,3,46
대전,대덕구,특수진료실,인공신장실,5,84
대전,서구,특수진료실,인공신장실,10,252
대전,동구,특수진료실,인공신장실,2,38
대전,중구,특수진료실,인공신장실,11,293
울산,남구,특수진료실,인공신장실,9,173
울산,동구,특수진료실,인공신장실,1,45
울산,중구,특수진료실,인공신장실,3,81
울산,북구,특수진료실,인공신장실,1,17
울산,울주군,특수진료실,인공신장실,1,30
세종,세종시,특수진료실,인공신장실,3,66
경기,가평군,특수진료실,인공신장실,0,0
경기,양평군,특수진료실,인공신장실,2,32
경기,여주시,특수진료실,인공신장실,2,39
경기,연천군,특수진료실,인공신장실,0,0
경기,광명시,특수진료실,인공신장실,4,96
경기,동두천시,특수진료실,인공신장실,5,119
경기,부천시,특수진료실,인공신장실,26,524
경기,성남시 수정구,특수진료실,인공신장실,4,70
경기,성남시 중원구,특수진료실,인공신장실,4,67
경기,성남시 분당구,특수진료실,인공신장실,13,249
경기,수원시 권선구,특수진료실,인공신장실,1,30
경기,수원시 장안구,특수진료실,인공신장실,1,15
경기,수원시 팔달구,특수진료실,인공신장실,15,306
경기,수원시 영통구,특수진료실,인공신장실,6,136
경기,안양시 만안구,특수진료실,인공신장실,9,175
경기,안양시 동안구,특수진료실,인공신장실,7,148
경기,의정부시,특수진료실,인공신장실,8,167
경기,과천시,특수진료실,인공신장실,0,0
경기,구리시,특수진료실,인공신장실,6,165
경기,안산시 단원구,특수진료실,인공신장실,12,236
경기,안산시 상록구,특수진료실,인공신장실,3,71
경기,평택시,특수진료실,인공신장실,19,219
경기,하남시,특수진료실,인공신장실,2,30
경기,군포시,특수진료실,인공신장실,3,61
경기,남양주시,특수진료실,인공신장실,5,97
경기,의왕시,특수진료실,인공신장실,0,0
경기,시흥시,특수진료실,인공신장실,6,101
경기,오산시,특수진료실,인공신장실,3,80
경기,고양시 덕양구,특수진료실,인공신장실,4,93
경기,고양시 일산 서구,특수진료실,인공신장실,4,88
경기,고양시 일산 동구,특수진료실,인공신장실,8,164
경기,용인기흥구,특수진료실,인공신장실,7,127
경기,용인수지구,특수진료실,인공신장실,4,94
경기,용인처인구,특수진료실,인공신장실,6,93
경기,이천시,특수진료실,인공신장실,3,46
경기,파주시,특수진료실,인공신장실,6,82
경기,김포시,특수진료실,인공신장실,5,117
경기,안성시,특수진료실,인공신장실,4,78
경기,화성시,특수진료실,인공신장실,6,100
경기,광주시,특수진료실,인공신장실,4,88
경기,양주시,특수진료실,인공신장실,3,66
경기,포천시,특수진료실,인공신장실,1,31
강원,고성군,특수진료실,인공신장실,0,0
강원,양구군,특수진료실,인공신장실,0,0
강원,양양군,특수진료실,인공신장실,0,0
강원,영월군,특수진료실,인공신장실,0,0
강원,인제군,특수진료실,인공신장실,0,0
강원,정선군,특수진료실,인공신장실,0,0
강원,철원군,특수진료실,인공신장실,0,0
강원,평창군,특수진료실,인공신장실,0,0
강원,홍천군,특수진료실,인공신장실,2,26
강원,화천군,특수진료실,인공신장실,0,0
강원,횡성군,특수진료실,인공신장실,0,0
강원,강릉시,특수진료실,인공신장실,5,82
강원,동해시,특수진료실,인공신장실,3,44
강원,속초시,특수진료실,인공신장실,2,73
강원,원주시,특수진료실,인공신장실,7,166
강원,춘천시,특수진료실,인공신장실,6,124
강원,태백시,특수진료실,인공신장실,3,32
강원,삼척시,특수진료실,인공신장실,1,14
충북,괴산군,특수진료실,인공신장실,1,20
충북,단양군,특수진료실,인공신장실,1,10
충북,보은군,특수진료실,인공신장실,2,20
충북,영동군,특수진료실,인공신장실,1,19
충북,옥천군,특수진료실,인공신장실,2,29
충북,음성군,특수진료실,인공신장실,3,47
충북,진천군,특수진료실,인공신장실,1,17
충북,증평군,특수진료실,인공신장실,0,0
충북,청주시 상당구,특수진료실,인공신장실,2,62
충북,청주시 흥덕구,특수진료실,인공신장실,5,101
충북,청주시 청원구,특수진료실,인공신장실,3,85
충북,청주시 서원구,특수진료실,인공신장실,8,135
충북,충주시,특수진료실,인공신장실,5,108
충북,제천시,특수진료실,인공신장실,5,89
충남,금산군,특수진료실,인공신장실,4,44
충남,당진시,특수진료실,인공신장실,2,44
충남,부여군,특수진료실,인공신장실,3,38
충남,서천군,특수진료실,인공신장실,0,0
충남,예산군,특수진료실,인공신장실,3,45
충남,청양군,특수진료실,인공신장실,0,0
충남,홍성군,특수진료실,인공신장실,2,46
충남,태안군,특수진료실,인공신장실,1,15
충남,천안시 서북구,특수진료실,인공신장실,5,105
충남,천안시 동남구,특수진료실,인공신장실,8,178
충남,공주시,특수진료실,인공신장실,27,61
충남,보령시,특수진료실,인공신장실,2,41
충남,아산시,특수진료실,인공신장실,7,119
충남,서산시,특수진료실,인공신장실,2,52
충남,논산시,특수진료실,인공신장실,5,78
충남,계룡시,특수진료실,인공신장실,1,10
전북,고창군,특수진료실,인공신장실,2,52
전북,무주군,특수진료실,인공신장실,0,0
전북,부안군,특수진료실,인공신장실,1,20
전북,순창군,특수진료실,인공신장실,0,0
전북,완주군,특수진료실,인공신장실,0,0
전북,임실군,특수진료실,인공신장실,0,0
전북,장수군,특수진료실,인공신장실,0,0
전북,진안군,특수진료실,인공신장실,0,0
전북,군산시,특수진료실,인공신장실,8,159
전북,남원시,특수진료실,인공신장실,3,68
전북,익산시,특수진료실,인공신장실,6,161
전북,전주시 완산구,특수진료실,인공신장실,12,197
전북,전주시 덕진구,특수진료실,인공신장실,6,141
전북,정읍시,특수진료실,인공신장실,4,67
전북,김제시,특수진료실,인공신장실,2,35
전남,강진군,특수진료실,인공신장실,2,36
전남,고흥군,특수진료실,인공신장실,3,47
전남,곡성군,특수진료실,인공신장실,0,0
전남,구례군,특수진료실,인공신장실,0,0
전남,담양군,특수진료실,인공신장실,3,38
전남,무안군,특수진료실,인공신장실,2,49
전남,보성군,특수진료실,인공신장실,1,10
전남,신안군,특수진료실,인공신장실,0,0
전남,영광군,특수진료실,인공신장실,1,24
전남,영암군,특수진료실,인공신장실,3,46
전남,완도군,특수진료실,인공신장실,1,12
전남,장성군,특수진료실,인공신장실,0,0
전남,장흥군,특수진료실,인공신장실,1,15
전남,진도군,특수진료실,인공신장실,0,0
전남,함평군,특수진료실,인공신장실,1,16
전남,해남군,특수진료실,인공신장실,3,76
전남,화순군,특수진료실,인공신장실,2,29
전남,나주시,특수진료실,인공신장실,2,29
전남,목포시,특수진료실,인공신장실,7,171
전남,순천시,특수진료실,인공신장실,7,130
전남,여수시,특수진료실,인공신장실,6,123
전남,광양시,특수진료실,인공신장실,3,57
경북,고령군,특수진료실,인공신장실,0,0
경북,군위군,특수진료실,인공신장실,0,0
경북,봉화군,특수진료실,인공신장실,1,21
경북,성주군,특수진료실,인공신장실,1,20
경북,영덕군,특수진료실,인공신장실,1,12
경북,영양군,특수진료실,인공신장실,0,0
경북,예천군,특수진료실,인공신장실,1,12
경북,울릉군,특수진료실,인공신장실,0,0
경북,울진군,특수진료실,인공신장실,2,30
경북,의성군,특수진료실,인공신장실,0,0
경북,청도군,특수진료실,인공신장실,0,0
경북,청송군,특수진료실,인공신장실,0,0
경북,칠곡군,특수진료실,인공신장실,0,0
경북,경주시,특수진료실,인공신장실,5,100
경북,구미시,특수진료실,인공신장실,7,159
경북,김천시,특수진료실,인공신장실,3,46
경북,안동시,특수진료실,인공신장실,5,102
경북,영주시,특수진료실,인공신장실,5,74
경북,영천시,특수진료실,인공신장실,1,24
경북,포항시 남구,특수진료실,인공신장실,6,120
경북,포항시 북구,특수진료실,인공신장실,6,91
경북,문경시,특수진료실,인공신장실,1,28
경북,상주시,특수진료실,인공신장실,2,38
경북,경산시,특수진료실,인공신장실,6,131
경남,거창군,특수진료실,인공신장실,3,54
경남,고성군,특수진료실,인공신장실,0,0
경남,남해군,특수진료실,인공신장실,0,0
경남,산청군,특수진료실,인공신장실,0,0
경남,의령군,특수진료실,인공신장실,0,0
경남,창녕군,특수진료실,인공신장실,0,0
경남,하동군,특수진료실,인공신장실,0,0
경남,함안군,특수진료실,인공신장실,0,0
경남,함양군,특수진료실,인공신장실,0,0
경남,합천군,특수진료실,인공신장실,1,13
경남,김해시,특수진료실,인공신장실,7,171
경남,사천시,특수진료실,인공신장실,2,77
경남,진주시,특수진료실,인공신장실,9,225
경남,창원시 마산회원구,특수진료실,인공신장실,6,151
경남,창원시 마산합포구,특수진료실,인공신장실,6,204
경남,창원시 진해구,특수진료실,인공신장실,1,19
경남,창원시 의창구,특수진료실,인공신장실,3,91
경남,창원시 성산구,특수진료실,인공신장실,4,112
경남,통영시,특수진료실,인공신장실,3,66
경남,밀양시,특수진료실,인공신장실,2,27
경남,거제시,특수진료실,인공신장실,4,61
경남,양산시,특수진료실,인공신장실,6,112
제주,서귀포시,특수진료실,인공신장실,4,80
제주,제주시,특수진료실,인공신장실,9,202
서울,강남구,특수진료실,물리치료실,362,1364
서울,강동구,특수진료실,물리치료실,120,1020
서울,강서구,특수진료실,물리치료실,130,1373
서울,관악구,특수진료실,물리치료실,101,1092
서울,구로구,특수진료실,물리치료실,113,1019
서울,도봉구,특수진료실,물리치료실,63,637
서울,동대문구,특수진료실,물리치료실,96,986
서울,동작구,특수진료실,물리치료실,91,690
서울,마포구,특수진료실,물리치료실,93,708
서울,서대문구,특수진료실,물리치료실,70,641
서울,성동구,특수진료실,물리치료실,52,437
서울,성북구,특수진료실,물리치료실,91,842
서울,영등포구,특수진료실,물리치료실,123,996
서울,용산구,특수진료실,물리치료실,45,292
서울,은평구,특수진료실,물리치료실,108,1121
서울,종로구,특수진료실,물리치료실,69,452
서울,중구,특수진료실,물리치료실,70,513
서울,송파구,특수진료실,물리치료실,153,1293
서울,중랑구,특수진료실,물리치료실,92,981
서울,양천구,특수진료실,물리치료실,82,827
서울,서초구,특수진료실,물리치료실,151,826
서울,노원구,특수진료실,물리치료실,106,1017
서울,광진구,특수진료실,물리치료실,84,705
서울,강북구,특수진료실,물리치료실,94,996
서울,금천구,특수진료실,물리치료실,63,685
부산,남구,특수진료실,물리치료실,74,609
부산,동구,특수진료실,물리치료실,55,439
부산,동래구,특수진료실,물리치료실,85,878
부산,진구,특수진료실,물리치료실,102,1040
부산,북구,특수진료실,물리치료실,63,743
부산,서구,특수진료실,물리치료실,47,433
부산,영도구,특수진료실,물리치료실,39,433
부산,중구,특수진료실,물리치료실,22,232
부산,해운대구,특수진료실,물리치료실,94,1042
부산,사하구,특수진료실,물리치료실,81,936
부산,금정구,특수진료실,물리치료실,78,754
부산,강서구,특수진료실,물리치료실,15,139
부산,연제구,특수진료실,물리치료실,67,642
부산,수영구,특수진료실,물리치료실,60,533
부산,사상구,특수진료실,물리치료실,65,663
부산,기장군,특수진료실,물리치료실,34,423
대구,남구,특수진료실,물리치료실,81,580
대구,동구,특수진료실,물리치료실,93,1011
대구,북구,특수진료실,물리치료실,142,1196
대구,서구,특수진료실,물리치료실,77,757
대구,수성구,특수진료실,물리치료실,109,994
대구,중구,특수진료실,물리치료실,56,482
대구,달서구,특수진료실,물리치료실,205,1521
대구,달성군,특수진료실,물리치료실,53,549
인천,미추홀구,특수진료실,물리치료실,117,1192
인천,동구,특수진료실,물리치료실,41,311
인천,부평구,특수진료실,물리치료실,130,1358
인천,중구,특수진료실,물리치료실,22,196
인천,서구,특수진료실,물리치료실,104,1076
인천,남동구,특수진료실,물리치료실,213,1430
인천,연수구,특수진료실,물리치료실,81,496
인천,계양구,특수진료실,물리치료실,123,853
인천,강화군,특수진료실,물리치료실,15,146
인천,옹진군,특수진료실,물리치료실,7,36
광주,동구,특수진료실,물리치료실,58,557
광주,북구,특수진료실,물리치료실,166,1841
광주,서구,특수진료실,물리치료실,104,1072
광주,광산구,특수진료실,물리치료실,141,1449
광주,남구,특수진료실,물리치료실,90,990
대전,유성구,특수진료실,물리치료실,85,806
대전,대덕구,특수진료실,물리치료실,90,647
대전,서구,특수진료실,물리치료실,166,1760
대전,동구,특수진료실,물리치료실,69,868
대전,중구,특수진료실,물리치료실,102,975
울산,남구,특수진료실,물리치료실,98,850
울산,동구,특수진료실,물리치료실,65,416
울산,중구,특수진료실,물리치료실,31,408
울산,북구,특수진료실,물리치료실,24,308
울산,울주군,특수진료실,물리치료실,52,392
세종,세종시,특수진료실,물리치료실,88,862
경기,가평군,특수진료실,물리치료실,22,194
경기,양평군,특수진료실,물리치료실,32,355
경기,여주시,특수진료실,물리치료실,32,349
경기,연천군,특수진료실,물리치료실,15,114
경기,광명시,특수진료실,물리치료실,71,729
경기,동두천시,특수진료실,물리치료실,23,246
경기,부천시,특수진료실,물리치료실,203,1958
경기,성남시 수정구,특수진료실,물리치료실,47,485
경기,성남시 중원구,특수진료실,물리치료실,57,501
경기,성남시 분당구,특수진료실,물리치료실,143,993
경기,수원시 권선구,특수진료실,물리치료실,54,573
경기,수원시 장안구,특수진료실,물리치료실,72,647
경기,수원시 팔달구,특수진료실,물리치료실,78,683
경기,수원시 영통구,특수진료실,물리치료실,56,523
경기,안양시 만안구,특수진료실,물리치료실,49,438
경기,안양시 동안구,특수진료실,물리치료실,78,661
경기,의정부시,특수진료실,물리치료실,91,986
경기,과천시,특수진료실,물리치료실,14,94
경기,구리시,특수진료실,물리치료실,58,581
경기,안산시 단원구,특수진료실,물리치료실,104,938
경기,안산시 상록구,특수진료실,물리치료실,68,684
경기,평택시,특수진료실,물리치료실,103,1221
경기,하남시,특수진료실,물리치료실,50,367
경기,군포시,특수진료실,물리치료실,43,504
경기,남양주시,특수진료실,물리치료실,115,1226
경기,의왕시,특수진료실,물리치료실,53,233
경기,시흥시,특수진료실,물리치료실,89,931
경기,오산시,특수진료실,물리치료실,41,497
경기,고양시 덕양구,특수진료실,물리치료실,97,775
경기,고양시 일산 서구,특수진료실,물리치료실,61,685
경기,고양시 일산 동구,특수진료실,물리치료실,69,584
경기,용인기흥구,특수진료실,물리치료실,68,617
경기,용인수지구,특수진료실,물리치료실,62,556
경기,용인처인구,특수진료실,물리치료실,45,478
경기,이천시,특수진료실,물리치료실,51,580
경기,파주시,특수진료실,물리치료실,95,948
경기,김포시,특수진료실,물리치료실,64,726
경기,안성시,특수진료실,물리치료실,37,428
경기,화성시,특수진료실,물리치료실,131,1246
경기,광주시,특수진료실,물리치료실,77,620
경기,양주시,특수진료실,물리치료실,38,347
경기,포천시,특수진료실,물리치료실,35,296
강원,고성군,특수진료실,물리치료실,10,57
강원,양구군,특수진료실,물리치료실,5,46
강원,양양군,특수진료실,물리치료실,4,37
강원,영월군,특수진료실,물리치료실,11,92
강원,인제군,특수진료실,물리치료실,19,86
강원,정선군,특수진료실,물리치료실,9,75
강원,철원군,특수진료실,물리치료실,23,159
강원,평창군,특수진료실,물리치료실,13,120
강원,홍천군,특수진료실,물리치료실,16,185
강원,화천군,특수진료실,물리치료실,7,44
강원,횡성군,특수진료실,물리치료실,18,157
강원,강릉시,특수진료실,물리치료실,79,530
강원,동해시,특수진료실,물리치료실,31,333
강원,속초시,특수진료실,물리치료실,22,249
강원,원주시,특수진료실,물리치료실,77,1026
강원,춘천시,특수진료실,물리치료실,75,699
강원,태백시,특수진료실,물리치료실,11,100
강원,삼척시,특수진료실,물리치료실,21,234
충북,괴산군,특수진료실,물리치료실,10,95
충북,단양군,특수진료실,물리치료실,8,90
충북,보은군,특수진료실,물리치료실,17,209
충북,영동군,특수진료실,물리치료실,134,357
충북,옥천군,특수진료실,물리치료실,28,293
충북,음성군,특수진료실,물리치료실,34,380
충북,진천군,특수진료실,물리치료실,17,220
충북,증평군,특수진료실,물리치료실,15,190
충북,청주시 상당구,특수진료실,물리치료실,77,795
충북,청주시 흥덕구,특수진료실,물리치료실,66,784
충북,청주시 청원구,특수진료실,물리치료실,53,581
충북,청주시 서원구,특수진료실,물리치료실,81,758
충북,충주시,특수진료실,물리치료실,72,778
충북,제천시,특수진료실,물리치료실,77,601
충남,금산군,특수진료실,물리치료실,48,413
충남,당진시,특수진료실,물리치료실,56,629
충남,부여군,특수진료실,물리치료실,26,348
충남,서천군,특수진료실,물리치료실,28,370
충남,예산군,특수진료실,물리치료실,27,326
충남,청양군,특수진료실,물리치료실,22,152
충남,홍성군,특수진료실,물리치료실,28,337
충남,태안군,특수진료실,물리치료실,23,337
충남,천안시 서북구,특수진료실,물리치료실,113,960
충남,천안시 동남구,특수진료실,물리치료실,66,663
충남,공주시,특수진료실,물리치료실,44,447
충남,보령시,특수진료실,물리치료실,35,493
충남,아산시,특수진료실,물리치료실,65,755
충남,서산시,특수진료실,물리치료실,42,480
충남,논산시,특수진료실,물리치료실,65,830
충남,계룡시,특수진료실,물리치료실,9,113
전북,고창군,특수진료실,물리치료실,27,347
전북,무주군,특수진료실,물리치료실,14,157
전북,부안군,특수진료실,물리치료실,23,314
전북,순창군,특수진료실,물리치료실,18,224
전북,완주군,특수진료실,물리치료실,39,507
전북,임실군,특수진료실,물리치료실,24,261
전북,장수군,특수진료실,물리치료실,6,93
전북,진안군,특수진료실,물리치료실,13,138
전북,군산시,특수진료실,물리치료실,82,1057
전북,남원시,특수진료실,물리치료실,45,610
전북,익산시,특수진료실,물리치료실,88,1180
전북,전주시 완산구,특수진료실,물리치료실,146,1700
전북,전주시 덕진구,특수진료실,물리치료실,121,1433
전북,정읍시,특수진료실,물리치료실,52,730
전북,김제시,특수진료실,물리치료실,41,605
전남,강진군,특수진료실,물리치료실,17,136
전남,고흥군,특수진료실,물리치료실,34,469
전남,곡성군,특수진료실,물리치료실,18,235
전남,구례군,특수진료실,물리치료실,12,150
전남,담양군,특수진료실,물리치료실,29,375
전남,무안군,특수진료실,물리치료실,39,573
전남,보성군,특수진료실,물리치료실,28,333
전남,신안군,특수진료실,물리치료실,33,328
전남,영광군,특수진료실,물리치료실,26,385
전남,영암군,특수진료실,물리치료실,26,306
전남,완도군,특수진료실,물리치료실,26,302
전남,장성군,특수진료실,물리치료실,21,236
전남,장흥군,특수진료실,물리치료실,27,290
전남,진도군,특수진료실,물리치료실,15,187
전남,함평군,특수진료실,물리치료실,19,280
전남,해남군,특수진료실,물리치료실,37,446
전남,화순군,특수진료실,물리치료실,43,499
전남,나주시,특수진료실,물리치료실,54,618
전남,목포시,특수진료실,물리치료실,115,1598
